id_desa,nama_desa,id_kecamatan,id_kabupaten
2512,UMBUL LIMUS,117,7
2513,UMPU BHAKTI,193,13
2514,UMPU KENCANA,193,13
2515,UNTORO,58,3
2516,UTAMA JAYA MATARAM,53,3
2517,VARIA AGUNG MATARAM,53,3
2518,WAI LUBUK,19,2
2519,WAI MULI TIMUR,26,2
2520,WAI SARI,23,2
2521,WAI SIDOMUKTI,21,2
2522,WAI URANG,19,2
2523,WALUR,128,8
2524,WALUR,134,8
2525,WALUYOJATI,144,9
2526,WANA,73,4
2527,WARGA INDAH JAYA,166,11
2528,WARGA MAKMUR JAYA,166,11
2529,WARGA MULYO,143,9
2530,WARINGIN JAYA,61,4
2531,WARINGIN SARI BARAT,145,9
2532,WARINGIN SARI TIMUR,137,9
2533,WASPADA,11,1
2534,WATES,2,1
2535,WATES,40,3
2536,WATES,125,7
2537,WATES,140,9
2538,WATES SELATAN,140,9
2539,WATES TIMUR,140,9
2540,WATU AGUNG,42,3
2541,WAWASAN,30,2
2542,WAY AGUNG,194,13
2543,WAY ARENG,72,4
2544,WAY ASAHAN,158,10
2545,WAY BATANG,129,8
2546,WAY DADI,215,14
2547,WAY DADI BARU,215,14
2548,WAY DENTE,169,11
2549,WAY EMPULAU ULU,2,1
2550,WAY GALIH,29,2
2551,WAY GELAM,17,2
2552,WAY GELANG,155,10
2553,WAY GUBAK,214,14
2554,WAY HALIM PERMAI,224,14
2555,WAY HALOM,151,10
2556,WAY HALOM,163,10
2557,WAY HARONG,123,7
2558,WAY HARONG,146,10
2559,WAY HARU,126,8
2560,WAY HUI,18,2
2561,WAY ILAHAN,160,10
2562,WAY ISEM,102,5
2563,WAY JAHA,159,10
2564,WAY JAMBU,132,8
2565,WAY KALAM,25,2
2566,WAY KANDIS,216,14
2567,WAY KEPAYANG,116,7
2568,WAY KERAP,161,10
2569,WAY KRUI,42,3
2570,WAY KUNIR,142,9
2571,WAY LAGA,214,14
2572,WAY LAYAP,115,7
2573,WAY LIMAU,199,13
2574,WAY LIWOK,165,10
2575,WAY LUNIK,88,5
2576,WAY LUNIK,212,14
2577,WAY MANAK,159,10
2578,WAY MELAN,99,5
2579,WAY MENCAR,204,13
2580,WAY MENGAKU,2,1
2581,WAY MILI,66,4
2582,WAY MULI,26,2
2583,WAY NAPAL,128,8
2584,WAY NARTA,134,8
2585,WAY NGISON,5,1
2586,WAY NGISON,141,9
2587,WAY NIPAH,158,10
2588,WAY NUKAK,127,8
2589,WAY PANAS,165,10
2590,WAY PERANCANG,86,5
2591,WAY PETAI,14,1
2592,WAY PIRING,159,10
2593,WAY PISANG,204,13
2594,WAY REDAK,133,8
2595,WAY RILAU,149,10
2596,WAY SIDO,187,12
2597,WAY SINDI,127,8
2598,WAY SINDI HANUAN,127,8
2599,WAY SINDI UTARA,127,8
2600,WAY SULUH,128,8
2601,WAY TATAAN,222,14
2602,WAY TAWAR,201,13
2603,WAY TIAS,126,8
2604,WAY TUBA,196,13
2605,WAY TUBA,204,13
2606,WAY TUBA ASRI,204,13
2607,WAY URANG,119,7
2608,WAY WAKAK,85,5
2609,WAYA KRUI,139,9
2610,WIRA AGUNG SARI,177,11
2611,WIRA BANGUN,112,6
2612,WIRA JAYA,113,6
2613,WIRALAGA I,108,6
2614,WIRALAGA II,108,6
2615,WIRALAGA MULYA,108,6
2616,WIRATA AGUNG MATARAM,53,3
2617,WIRATAMA,177,11
2618,WIYONO,115,7
2619,WONO AGUNG,178,11
2620,WONO KERTO,186,12
2621,WONO REJO,176,11
2622,WONO REJO,182,12
2623,WONO SARI,41,3
2624,WONODADI,30,2
2625,WONODADI,140,9
2626,WONODADI UTARA,140,9
2627,WONOHARJO,162,10
2628,WONOHARJO,195,13
2629,WONOKARTO,79,4
2630,WONOMARTO,100,5
2631,WONOSARI,76,4
2632,WONOSARI,109,6
2633,WONOSARI,140,9
2634,WONOSOBO,165,10
2635,YOGYAKARTA,140,9
2636,YOGYAKARTA SELATAN,140,9
2637,YOSODADI,228,15
2638,YOSOMULYO,226,15
2639,YOSOREJO,228,15
2640,YUDHA KARYA JITU,178,11
2641,YUKUM JAYA,56,3
